symbol,Date,value
SGHT,2022-11-09,0
SGHT,2022-11-10,0
SGHT,2022-11-11,60
SGHT,2022-11-12,0
SGHT,2022-11-13,0
SGHT,2022-11-14,53
SGHT,2022-11-15,97
SGHT,2022-11-16,0
SGHT,2022-11-17,0
SGHT,2022-11-18,55
SGHT,2022-11-19,0
SGHT,2022-11-20,0
SGHT,2022-11-21,0
SGHT,2022-11-22,0
SGHT,2022-11-23,0
SGHT,2022-11-24,0
SGHT,2022-11-25,46
SGHT,2022-11-26,83
SGHT,2022-11-27,0
SGHT,2022-11-28,0
SGHT,2022-11-29,0
SGHT,2022-11-30,100
HBAN,2022-07-01,16
HBAN,2022-07-02,0
HBAN,2022-07-03,0
HBAN,2022-07-04,0
HBAN,2022-07-05,41
HBAN,2022-07-06,0
HBAN,2022-07-07,29
HBAN,2022-07-08,43
HBAN,2022-07-09,0
HBAN,2022-07-10,0
HBAN,2022-07-11,14
HBAN,2022-07-12,31
HBAN,2022-07-13,100
HBAN,2022-07-14,24
HBAN,2022-07-15,44
HBAN,2022-07-16,0
HBAN,2022-07-17,26
HBAN,2022-07-18,22
HBAN,2022-07-19,23
HBAN,2022-07-20,24
HBAN,2022-07-21,78
HBAN,2022-07-22,0
HBAN,2022-07-23,0
HBAN,2022-07-24,0
HBAN,2022-07-25,0
HBAN,2022-07-26,42
HBAN,2022-07-27,34
HBAN,2022-07-28,39
HBAN,2022-07-29,29
HBAN,2022-07-30,23
HBAN,2022-07-31,31
RIVN,2023-01-01,10
RIVN,2023-01-02,19
RIVN,2023-01-03,76
RIVN,2023-01-04,89
RIVN,2023-01-05,83
RIVN,2023-01-06,84
RIVN,2023-01-07,19
RIVN,2023-01-08,15
RIVN,2023-01-09,51
RIVN,2023-01-10,45
RIVN,2023-01-11,60
RIVN,2023-01-12,52
RIVN,2023-01-13,63
RIVN,2023-01-14,20
RIVN,2023-01-15,0
RIVN,2023-01-16,11
RIVN,2023-01-17,54
RIVN,2023-01-18,49
RIVN,2023-01-19,67
RIVN,2023-01-20,50
RIVN,2023-01-21,7
RIVN,2023-01-22,3
RIVN,2023-01-23,66
RIVN,2023-01-24,61
RIVN,2023-01-25,69
RIVN,2023-01-26,72
RIVN,2023-01-27,100
RIVN,2023-01-28,27
RIVN,2023-01-29,15
RIVN,2023-01-30,89
RIVN,2023-01-31,75
VALE,2022-08-01,96
VALE,2022-08-02,92
VALE,2022-08-03,89
VALE,2022-08-04,90
VALE,2022-08-05,91
VALE,2022-08-06,81
VALE,2022-08-07,73
VALE,2022-08-08,93
VALE,2022-08-09,100
VALE,2022-08-10,92
VALE,2022-08-11,92
VALE,2022-08-12,90
VALE,2022-08-13,87
VALE,2022-08-14,87
VALE,2022-08-15,97
VALE,2022-08-16,97
VALE,2022-08-17,94
VALE,2022-08-18,87
VALE,2022-08-19,88
VALE,2022-08-20,78
VALE,2022-08-21,81
VALE,2022-08-22,85
VALE,2022-08-23,87
VALE,2022-08-24,88
VALE,2022-08-25,94
VALE,2022-08-26,87
VALE,2022-08-27,82
VALE,2022-08-28,83
VALE,2022-08-29,87
VALE,2022-08-30,89
VALE,2022-08-31,88
IRMD,2022-08-01,0
IRMD,2022-08-02,0
IRMD,2022-08-03,74
IRMD,2022-08-04,0
IRMD,2022-08-05,0
IRMD,2022-08-06,85
IRMD,2022-08-07,0
IRMD,2022-08-08,97
IRMD,2022-08-09,0
IRMD,2022-08-10,0
IRMD,2022-08-11,0
IRMD,2022-08-12,0
IRMD,2022-08-13,0
IRMD,2022-08-14,0
IRMD,2022-08-15,0
IRMD,2022-08-16,0
IRMD,2022-08-17,0
IRMD,2022-08-18,0
IRMD,2022-08-19,0
IRMD,2022-08-20,100
IRMD,2022-08-21,0
IRMD,2022-08-22,66
IRMD,2022-08-23,0
IRMD,2022-08-24,0
IRMD,2022-08-25,99
IRMD,2022-08-26,0
IRMD,2022-08-27,0
IRMD,2022-08-28,0
IRMD,2022-08-29,40
IRMD,2022-08-30,0
IRMD,2022-08-31,71
BSGA,2022-07-01,0
BSGA,2022-07-02,0
BSGA,2022-07-03,38
BSGA,2022-07-04,0
BSGA,2022-07-05,0
BSGA,2022-07-06,0
BSGA,2022-07-07,22
BSGA,2022-07-08,100
BSGA,2022-07-09,0
BSGA,2022-07-10,35
BSGA,2022-07-11,26
BSGA,2022-07-12,0
BSGA,2022-07-13,0
BSGA,2022-07-14,0
BSGA,2022-07-15,0
BSGA,2022-07-16,0
BSGA,2022-07-17,0
BSGA,2022-07-18,0
BSGA,2022-07-19,25
BSGA,2022-07-20,34
BSGA,2022-07-21,0
BSGA,2022-07-22,0
BSGA,2022-07-23,0
BSGA,2022-07-24,0
BSGA,2022-07-25,0
BSGA,2022-07-26,0
BSGA,2022-07-27,0
BSGA,2022-07-28,0
BSGA,2022-07-29,0
BSGA,2022-07-30,0
BSGA,2022-07-31,27
HLMN,2022-03-01,0
HLMN,2022-03-02,56
HLMN,2022-03-03,0
HLMN,2022-03-04,100
HLMN,2022-03-05,43
HLMN,2022-03-06,28
HLMN,2022-03-07,78
HLMN,2022-03-08,73
HLMN,2022-03-09,31
HLMN,2022-03-10,46
HLMN,2022-03-11,71
HLMN,2022-03-12,18
HLMN,2022-03-13,25
HLMN,2022-03-14,45
HLMN,2022-03-15,41
HLMN,2022-03-16,96
HLMN,2022-03-17,90
HLMN,2022-03-18,85
HLMN,2022-03-19,52
HLMN,2022-03-20,22
HLMN,2022-03-21,28
HLMN,2022-03-22,50
HLMN,2022-03-23,67
HLMN,2022-03-24,20
HLMN,2022-03-25,62
HLMN,2022-03-26,15
HLMN,2022-03-27,64
HLMN,2022-03-28,75
HLMN,2022-03-29,54
HLMN,2022-03-30,74
HLMN,2022-03-31,0
ISRG,2023-03-01,85
ISRG,2023-03-02,25
ISRG,2023-03-03,81
ISRG,2023-03-04,26
ISRG,2023-03-05,0
ISRG,2023-03-06,57
ISRG,2023-03-07,43
ISRG,2023-03-08,32
ISRG,2023-03-09,38
ISRG,2023-03-10,60
ISRG,2023-03-11,25
ISRG,2023-03-12,28
ISRG,2023-03-13,59
ISRG,2023-03-14,51
ISRG,2023-03-15,53
ISRG,2023-03-16,52
ISRG,2023-03-17,58
ISRG,2023-03-18,29
ISRG,2023-03-19,21
ISRG,2023-03-20,89
ISRG,2023-03-21,41
ISRG,2023-03-22,100
ISRG,2023-03-23,45
ISRG,2023-03-24,32
ISRG,2023-03-25,28
ISRG,2023-03-26,45
ISRG,2023-03-27,64
ISRG,2023-03-28,41
ISRG,2023-03-29,28
ISRG,2023-03-30,62
ISRG,2023-03-31,53
GRAB,2022-07-01,98
GRAB,2022-07-02,91
GRAB,2022-07-03,95
GRAB,2022-07-04,97
GRAB,2022-07-05,100
GRAB,2022-07-06,99
GRAB,2022-07-07,98
GRAB,2022-07-08,97
GRAB,2022-07-09,93
GRAB,2022-07-10,89
GRAB,2022-07-11,96
GRAB,2022-07-12,99
GRAB,2022-07-13,94
GRAB,2022-07-14,93
GRAB,2022-07-15,99
GRAB,2022-07-16,98
GRAB,2022-07-17,87
GRAB,2022-07-18,96
GRAB,2022-07-19,93
GRAB,2022-07-20,96
GRAB,2022-07-21,91
GRAB,2022-07-22,94
GRAB,2022-07-23,91
GRAB,2022-07-24,90
GRAB,2022-07-25,93
GRAB,2022-07-26,97
GRAB,2022-07-27,88
GRAB,2022-07-28,95
GRAB,2022-07-29,97
GRAB,2022-07-30,89
GRAB,2022-07-31,94
ETRN,2022-05-01,0
ETRN,2022-05-02,77
ETRN,2022-05-03,87
ETRN,2022-05-04,74
ETRN,2022-05-05,42
ETRN,2022-05-06,0
ETRN,2022-05-07,34
ETRN,2022-05-08,0
ETRN,2022-05-09,72
ETRN,2022-05-10,48
ETRN,2022-05-11,17
ETRN,2022-05-12,0
ETRN,2022-05-13,0
ETRN,2022-05-14,51
ETRN,2022-05-15,0
ETRN,2022-05-16,35
ETRN,2022-05-17,23
ETRN,2022-05-18,0
ETRN,2022-05-19,23
ETRN,2022-05-20,100
ETRN,2022-05-21,0
ETRN,2022-05-22,0
ETRN,2022-05-23,42
ETRN,2022-05-24,58
ETRN,2022-05-25,0
ETRN,2022-05-26,20
ETRN,2022-05-27,0
ETRN,2022-05-28,0
ETRN,2022-05-29,40
ETRN,2022-05-30,0
ETRN,2022-05-31,19
AMD,2022-05-01,73
AMD,2022-05-02,82
AMD,2022-05-03,100
AMD,2022-05-04,97
AMD,2022-05-05,85
AMD,2022-05-06,72
AMD,2022-05-07,80
AMD,2022-05-08,70
AMD,2022-05-09,83
AMD,2022-05-10,84
AMD,2022-05-11,92
AMD,2022-05-12,75
AMD,2022-05-13,78
AMD,2022-05-14,71
AMD,2022-05-15,77
AMD,2022-05-16,67
AMD,2022-05-17,81
AMD,2022-05-18,70
AMD,2022-05-19,74
AMD,2022-05-20,69
AMD,2022-05-21,67
AMD,2022-05-22,68
AMD,2022-05-23,77
AMD,2022-05-24,73
AMD,2022-05-25,69
AMD,2022-05-26,76
AMD,2022-05-27,74
AMD,2022-05-28,69
AMD,2022-05-29,69
AMD,2022-05-30,67
AMD,2022-05-31,72
HAIA,2022-11-01,100
HAIA,2022-11-02,20
HAIA,2022-11-03,14
HAIA,2022-11-04,7
HAIA,2022-11-05,8
HAIA,2022-11-06,7
HAIA,2022-11-07,9
HAIA,2022-11-08,7
HAIA,2022-11-09,3
HAIA,2022-11-10,4
HAIA,2022-11-11,5
HAIA,2022-11-12,4
HAIA,2022-11-13,4
HAIA,2022-11-14,3
HAIA,2022-11-15,2
HAIA,2022-11-16,3
HAIA,2022-11-17,3
HAIA,2022-11-18,4
HAIA,2022-11-19,2
HAIA,2022-11-20,2
HAIA,2022-11-21,3
HAIA,2022-11-22,4
HAIA,2022-11-23,2
HAIA,2022-11-24,2
HAIA,2022-11-25,3
HAIA,2022-11-26,2
HAIA,2022-11-27,3
HAIA,2022-11-28,2
HAIA,2022-11-29,3
HAIA,2022-11-30,4
TEAF,2022-10-01,48
TEAF,2022-10-02,100
TEAF,2022-10-03,0
TEAF,2022-10-04,43
TEAF,2022-10-05,83
TEAF,2022-10-06,32
TEAF,2022-10-07,0
TEAF,2022-10-08,0
TEAF,2022-10-09,0
TEAF,2022-10-10,0
TEAF,2022-10-11,0
TEAF,2022-10-12,0
TEAF,2022-10-13,47
TEAF,2022-10-14,59
TEAF,2022-10-15,0
TEAF,2022-10-16,50
TEAF,2022-10-17,34
TEAF,2022-10-18,61
TEAF,2022-10-19,31
TEAF,2022-10-20,0
TEAF,2022-10-21,0
TEAF,2022-10-22,33
TEAF,2022-10-23,0
TEAF,2022-10-24,0
TEAF,2022-10-25,27
TEAF,2022-10-26,45
TEAF,2022-10-27,49
TEAF,2022-10-28,20
TEAF,2022-10-29,43
TEAF,2022-10-30,0
TEAF,2022-10-31,0
YCBD,2022-06-01,0
YCBD,2022-06-02,0
YCBD,2022-06-03,0
YCBD,2022-06-04,0
YCBD,2022-06-05,0
YCBD,2022-06-06,0
YCBD,2022-06-07,0
YCBD,2022-06-08,0
YCBD,2022-06-09,75
YCBD,2022-06-10,0
YCBD,2022-06-11,0
YCBD,2022-06-12,0
YCBD,2022-06-13,76
YCBD,2022-06-14,0
YCBD,2022-06-15,75
YCBD,2022-06-16,0
YCBD,2022-06-17,100
YCBD,2022-06-18,44
YCBD,2022-06-19,0
YCBD,2022-06-20,0
YCBD,2022-06-21,0
YCBD,2022-06-22,33
YCBD,2022-06-23,0
YCBD,2022-06-24,0
YCBD,2022-06-25,0
YCBD,2022-06-26,0
YCBD,2022-06-27,0
YCBD,2022-06-28,0
YCBD,2022-06-29,0
YCBD,2022-06-30,0
DKNG,2023-01-01,19
DKNG,2023-01-02,39
DKNG,2023-01-03,58
DKNG,2023-01-04,70
DKNG,2023-01-05,77
DKNG,2023-01-06,77
DKNG,2023-01-07,10
DKNG,2023-01-08,11
DKNG,2023-01-09,63
DKNG,2023-01-10,53
DKNG,2023-01-11,98
DKNG,2023-01-12,87
DKNG,2023-01-13,74
DKNG,2023-01-14,19
DKNG,2023-01-15,26
DKNG,2023-01-16,35
DKNG,2023-01-17,88
DKNG,2023-01-18,75
DKNG,2023-01-19,46
DKNG,2023-01-20,55
DKNG,2023-01-21,23
DKNG,2023-01-22,0
DKNG,2023-01-23,77
DKNG,2023-01-24,68
DKNG,2023-01-25,94
DKNG,2023-01-26,100
DKNG,2023-01-27,73
DKNG,2023-01-28,29
DKNG,2023-01-29,24
DKNG,2023-01-30,63
DKNG,2023-01-31,74
GMDA,2023-03-01,75
GMDA,2023-03-02,20
GMDA,2023-03-03,65
GMDA,2023-03-04,28
GMDA,2023-03-05,0
GMDA,2023-03-06,41
GMDA,2023-03-07,0
GMDA,2023-03-08,0
GMDA,2023-03-09,0
GMDA,2023-03-10,47
GMDA,2023-03-11,73
GMDA,2023-03-12,0
GMDA,2023-03-13,38
GMDA,2023-03-14,29
GMDA,2023-03-15,60
GMDA,2023-03-16,28
GMDA,2023-03-17,100
GMDA,2023-03-18,28
GMDA,2023-03-19,20
GMDA,2023-03-20,29
GMDA,2023-03-21,44
GMDA,2023-03-22,39
GMDA,2023-03-23,29
GMDA,2023-03-24,78
GMDA,2023-03-25,27
GMDA,2023-03-26,0
GMDA,2023-03-27,42
GMDA,2023-03-28,68
GMDA,2023-03-29,0
GMDA,2023-03-30,34
GMDA,2023-03-31,34
GDEN,2022-10-01,46
GDEN,2022-10-02,63
GDEN,2022-10-03,48
GDEN,2022-10-04,0
GDEN,2022-10-05,30
GDEN,2022-10-06,44
GDEN,2022-10-07,0
GDEN,2022-10-08,0
GDEN,2022-10-09,0
GDEN,2022-10-10,35
GDEN,2022-10-11,42
GDEN,2022-10-12,0
GDEN,2022-10-13,16
GDEN,2022-10-14,0
GDEN,2022-10-15,100
GDEN,2022-10-16,30
GDEN,2022-10-17,28
GDEN,2022-10-18,0
GDEN,2022-10-19,21
GDEN,2022-10-20,0
GDEN,2022-10-21,61
GDEN,2022-10-22,0
GDEN,2022-10-23,26
GDEN,2022-10-24,23
GDEN,2022-10-25,23
GDEN,2022-10-26,0
GDEN,2022-10-27,25
GDEN,2022-10-28,0
GDEN,2022-10-29,0
GDEN,2022-10-30,23
GDEN,2022-10-31,44
MSFT,2022-03-01,76
MSFT,2022-03-02,87
MSFT,2022-03-03,78
MSFT,2022-03-04,82
MSFT,2022-03-05,28
MSFT,2022-03-06,15
MSFT,2022-03-07,100
MSFT,2022-03-08,95
MSFT,2022-03-09,77
MSFT,2022-03-10,81
MSFT,2022-03-11,79
MSFT,2022-03-12,26
MSFT,2022-03-13,17
MSFT,2022-03-14,82
MSFT,2022-03-15,74
MSFT,2022-03-16,86
MSFT,2022-03-17,87
MSFT,2022-03-18,81
MSFT,2022-03-19,30
MSFT,2022-03-20,19
MSFT,2022-03-21,77
MSFT,2022-03-22,72
MSFT,2022-03-23,72
MSFT,2022-03-24,70
MSFT,2022-03-25,72
MSFT,2022-03-26,23
MSFT,2022-03-27,16
MSFT,2022-03-28,83
MSFT,2022-03-29,92
MSFT,2022-03-30,77
MSFT,2022-03-31,67
BSGA,2023-03-01,0
BSGA,2023-03-02,0
BSGA,2023-03-03,0
BSGA,2023-03-04,0
BSGA,2023-03-05,0
BSGA,2023-03-06,0
BSGA,2023-03-07,23
BSGA,2023-03-08,41
BSGA,2023-03-09,0
BSGA,2023-03-10,39
BSGA,2023-03-11,0
BSGA,2023-03-12,0
BSGA,2023-03-13,0
BSGA,2023-03-14,0
BSGA,2023-03-15,100
BSGA,2023-03-16,0
BSGA,2023-03-17,0
BSGA,2023-03-18,68
BSGA,2023-03-19,0
BSGA,2023-03-20,0
BSGA,2023-03-21,51
BSGA,2023-03-22,0
BSGA,2023-03-23,0
BSGA,2023-03-24,0
BSGA,2023-03-25,0
BSGA,2023-03-26,0
BSGA,2023-03-27,0
BSGA,2023-03-28,25
BSGA,2023-03-29,26
BSGA,2023-03-30,0
BSGA,2023-03-31,0
AMZN,2023-04-01,25
AMZN,2023-04-02,20
AMZN,2023-04-03,77
AMZN,2023-04-04,76
AMZN,2023-04-05,77
AMZN,2023-04-06,85
AMZN,2023-04-07,50
AMZN,2023-04-08,19
AMZN,2023-04-09,15
AMZN,2023-04-10,80
AMZN,2023-04-11,81
AMZN,2023-04-12,77
AMZN,2023-04-13,100
AMZN,2023-04-14,85
AMZN,2023-04-15,22
AMZN,2023-04-16,20
AMZN,2023-04-17,82
AMZN,2023-04-18,87
AMZN,2023-04-19,90
AMZN,2023-04-20,84
AMZN,2023-04-21,100
AMZN,2023-04-22,33
AMZN,2023-04-23,19
AMZN,2023-04-24,99
STRO,2022-09-01,56
STRO,2022-09-02,55
STRO,2022-09-03,69
STRO,2022-09-04,45
STRO,2022-09-05,57
STRO,2022-09-06,66
STRO,2022-09-07,56
STRO,2022-09-08,33
STRO,2022-09-09,51
STRO,2022-09-10,55
STRO,2022-09-11,61
STRO,2022-09-12,57
STRO,2022-09-13,66
STRO,2022-09-14,57
STRO,2022-09-15,57
STRO,2022-09-16,62
STRO,2022-09-17,32
STRO,2022-09-18,43
STRO,2022-09-19,61
STRO,2022-09-20,99
STRO,2022-09-21,100
STRO,2022-09-22,78
STRO,2022-09-23,73
STRO,2022-09-24,72
STRO,2022-09-25,50
STRO,2022-09-26,71
STRO,2022-09-27,56
STRO,2022-09-28,66
STRO,2022-09-29,50
STRO,2022-09-30,43
MRVL,2022-10-01,9
MRVL,2022-10-02,13
MRVL,2022-10-03,14
MRVL,2022-10-04,48
MRVL,2022-10-05,48
MRVL,2022-10-06,43
MRVL,2022-10-07,71
MRVL,2022-10-08,19
MRVL,2022-10-09,0
MRVL,2022-10-10,64
MRVL,2022-10-11,57
MRVL,2022-10-12,62
MRVL,2022-10-13,92
MRVL,2022-10-14,46
MRVL,2022-10-15,0
MRVL,2022-10-16,0
MRVL,2022-10-17,43
MRVL,2022-10-18,48
MRVL,2022-10-19,41
MRVL,2022-10-20,53
MRVL,2022-10-21,71
MRVL,2022-10-22,0
MRVL,2022-10-23,0
MRVL,2022-10-24,0
MRVL,2022-10-25,62
MRVL,2022-10-26,51
MRVL,2022-10-27,46
MRVL,2022-10-28,59
MRVL,2022-10-29,0
MRVL,2022-10-30,0
MRVL,2022-10-31,100
GOOG,2022-12-01,100
GOOG,2022-12-02,86
GOOG,2022-12-03,61
GOOG,2022-12-04,54
GOOG,2022-12-05,85
GOOG,2022-12-06,86
GOOG,2022-12-07,92
GOOG,2022-12-08,98
GOOG,2022-12-09,81
GOOG,2022-12-10,58
GOOG,2022-12-11,58
GOOG,2022-12-12,96
GOOG,2022-12-13,93
GOOG,2022-12-14,87
GOOG,2022-12-15,88
GOOG,2022-12-16,94
GOOG,2022-12-17,59
GOOG,2022-12-18,56
GOOG,2022-12-19,92
GOOG,2022-12-20,97
GOOG,2022-12-21,88
GOOG,2022-12-22,96
GOOG,2022-12-23,75
GOOG,2022-12-24,56
GOOG,2022-12-25,53
GOOG,2022-12-26,62
GOOG,2022-12-27,83
GOOG,2022-12-28,85
GOOG,2022-12-29,80
GOOG,2022-12-30,72
GOOG,2022-12-31,59
RPHM,2022-05-01,42
RPHM,2022-05-02,39
RPHM,2022-05-03,0
RPHM,2022-05-04,0
RPHM,2022-05-05,0
RPHM,2022-05-06,0
RPHM,2022-05-07,0
RPHM,2022-05-08,0
RPHM,2022-05-09,0
RPHM,2022-05-10,0
RPHM,2022-05-11,0
RPHM,2022-05-12,0
RPHM,2022-05-13,0
RPHM,2022-05-14,34
RPHM,2022-05-15,0
RPHM,2022-05-16,0
RPHM,2022-05-17,0
RPHM,2022-05-18,0
RPHM,2022-05-19,0
RPHM,2022-05-20,0
RPHM,2022-05-21,0
RPHM,2022-05-22,34
RPHM,2022-05-23,0
RPHM,2022-05-24,0
RPHM,2022-05-25,63
RPHM,2022-05-26,0
RPHM,2022-05-27,0
RPHM,2022-05-28,0
RPHM,2022-05-29,0
RPHM,2022-05-30,0
RPHM,2022-05-31,100
TSLA,2022-08-01,66
TSLA,2022-08-02,61
TSLA,2022-08-03,59
TSLA,2022-08-04,78
TSLA,2022-08-05,79
TSLA,2022-08-06,16
TSLA,2022-08-07,12
TSLA,2022-08-08,70
TSLA,2022-08-09,59
TSLA,2022-08-10,87
TSLA,2022-08-11,59
TSLA,2022-08-12,57
TSLA,2022-08-13,18
TSLA,2022-08-14,11
TSLA,2022-08-15,67
TSLA,2022-08-16,59
TSLA,2022-08-17,55
TSLA,2022-08-18,51
TSLA,2022-08-19,51
TSLA,2022-08-20,13
TSLA,2022-08-21,10
TSLA,2022-08-22,54
TSLA,2022-08-23,53
TSLA,2022-08-24,65
TSLA,2022-08-25,100
TSLA,2022-08-26,72
TSLA,2022-08-27,17
TSLA,2022-08-28,12
TSLA,2022-08-29,53
TSLA,2022-08-30,55
TSLA,2022-08-31,49
AMZN,2023-01-01,18
AMZN,2023-01-02,27
AMZN,2023-01-03,83
AMZN,2023-01-04,89
AMZN,2023-01-05,100
AMZN,2023-01-06,89
AMZN,2023-01-07,29
AMZN,2023-01-08,20
AMZN,2023-01-09,76
AMZN,2023-01-10,71
AMZN,2023-01-11,90
AMZN,2023-01-12,99
AMZN,2023-01-13,93
AMZN,2023-01-14,31
AMZN,2023-01-15,19
AMZN,2023-01-16,34
AMZN,2023-01-17,81
AMZN,2023-01-18,98
AMZN,2023-01-19,77
AMZN,2023-01-20,79
AMZN,2023-01-21,26
AMZN,2023-01-22,21
AMZN,2023-01-23,88
AMZN,2023-01-24,85
AMZN,2023-01-25,94
AMZN,2023-01-26,93
AMZN,2023-01-27,100
AMZN,2023-01-28,29
AMZN,2023-01-29,22
AMZN,2023-01-30,92
AMZN,2023-01-31,98
RPHM,2023-03-01,0
RPHM,2023-03-02,33
RPHM,2023-03-03,36
RPHM,2023-03-04,0
RPHM,2023-03-05,0
RPHM,2023-03-06,0
RPHM,2023-03-07,0
RPHM,2023-03-08,100
RPHM,2023-03-09,0
RPHM,2023-03-10,0
RPHM,2023-03-11,58
RPHM,2023-03-12,0
RPHM,2023-03-13,0
RPHM,2023-03-14,0
RPHM,2023-03-15,0
RPHM,2023-03-16,0
RPHM,2023-03-17,42
RPHM,2023-03-18,33
RPHM,2023-03-19,0
RPHM,2023-03-20,0
RPHM,2023-03-21,0
RPHM,2023-03-22,99
RPHM,2023-03-23,59
RPHM,2023-03-24,0
RPHM,2023-03-25,0
RPHM,2023-03-26,0
RPHM,2023-03-27,0
RPHM,2023-03-28,0
RPHM,2023-03-29,0
RPHM,2023-03-30,0
RPHM,2023-03-31,0
ASML,2023-03-01,63
ASML,2023-03-02,71
ASML,2023-03-03,65
ASML,2023-03-04,43
ASML,2023-03-05,37
ASML,2023-03-06,70
ASML,2023-03-07,71
ASML,2023-03-08,80
ASML,2023-03-09,100
ASML,2023-03-10,74
ASML,2023-03-11,35
ASML,2023-03-12,36
ASML,2023-03-13,63
ASML,2023-03-14,64
ASML,2023-03-15,64
ASML,2023-03-16,53
ASML,2023-03-17,61
ASML,2023-03-18,31
ASML,2023-03-19,30
ASML,2023-03-20,61
ASML,2023-03-21,53
ASML,2023-03-22,66
ASML,2023-03-23,63
ASML,2023-03-24,58
ASML,2023-03-25,25
ASML,2023-03-26,28
ASML,2023-03-27,62
ASML,2023-03-28,56
ASML,2023-03-29,69
ASML,2023-03-30,74
ASML,2023-03-31,69
GRIN,2022-05-01,72
GRIN,2022-05-02,81
GRIN,2022-05-03,83
GRIN,2022-05-04,93
GRIN,2022-05-05,100
GRIN,2022-05-06,75
GRIN,2022-05-07,85
GRIN,2022-05-08,83
GRIN,2022-05-09,85
GRIN,2022-05-10,82
GRIN,2022-05-11,86
GRIN,2022-05-12,78
GRIN,2022-05-13,80
GRIN,2022-05-14,63
GRIN,2022-05-15,81
GRIN,2022-05-16,76
GRIN,2022-05-17,89
GRIN,2022-05-18,77
GRIN,2022-05-19,79
GRIN,2022-05-20,77
GRIN,2022-05-21,68
GRIN,2022-05-22,68
GRIN,2022-05-23,68
GRIN,2022-05-24,66
GRIN,2022-05-25,70
GRIN,2022-05-26,68
GRIN,2022-05-27,74
GRIN,2022-05-28,59
GRIN,2022-05-29,61
GRIN,2022-05-30,64
GRIN,2022-05-31,74
VALE,2022-12-01,72
VALE,2022-12-02,69
VALE,2022-12-03,69
VALE,2022-12-04,71
VALE,2022-12-05,66
VALE,2022-12-06,70
VALE,2022-12-07,74
VALE,2022-12-08,72
VALE,2022-12-09,62
VALE,2022-12-10,63
VALE,2022-12-11,76
VALE,2022-12-12,79
VALE,2022-12-13,78
VALE,2022-12-14,70
VALE,2022-12-15,92
VALE,2022-12-16,100
VALE,2022-12-17,79
VALE,2022-12-18,77
VALE,2022-12-19,81
VALE,2022-12-20,83
VALE,2022-12-21,78
VALE,2022-12-22,78
VALE,2022-12-23,72
VALE,2022-12-24,65
VALE,2022-12-25,68
VALE,2022-12-26,81
VALE,2022-12-27,80
VALE,2022-12-28,80
VALE,2022-12-29,81
VALE,2022-12-30,87
VALE,2022-12-31,71
PACW,2022-07-01,31
PACW,2022-07-02,0
PACW,2022-07-03,0
PACW,2022-07-04,38
PACW,2022-07-05,0
PACW,2022-07-06,0
PACW,2022-07-07,0
PACW,2022-07-08,78
PACW,2022-07-09,100
PACW,2022-07-10,0
PACW,2022-07-11,49
PACW,2022-07-12,72
PACW,2022-07-13,0
PACW,2022-07-14,0
PACW,2022-07-15,0
PACW,2022-07-16,0
PACW,2022-07-17,47
PACW,2022-07-18,29
PACW,2022-07-19,46
PACW,2022-07-20,0
PACW,2022-07-21,34
PACW,2022-07-22,0
PACW,2022-07-23,77
PACW,2022-07-24,49
PACW,2022-07-25,42
PACW,2022-07-26,0
PACW,2022-07-27,0
PACW,2022-07-28,0
PACW,2022-07-29,0
PACW,2022-07-30,78
PACW,2022-07-31,0
BMEA,2023-01-01,0
BMEA,2023-01-02,0
BMEA,2023-01-03,0
BMEA,2023-01-04,0
BMEA,2023-01-05,0
BMEA,2023-01-06,0
BMEA,2023-01-07,0
BMEA,2023-01-08,0
BMEA,2023-01-09,34
BMEA,2023-01-10,0
BMEA,2023-01-11,0
BMEA,2023-01-12,0
BMEA,2023-01-13,68
BMEA,2023-01-14,0
BMEA,2023-01-15,100
BMEA,2023-01-16,0
BMEA,2023-01-17,0
BMEA,2023-01-18,34
BMEA,2023-01-19,0
BMEA,2023-01-20,0
BMEA,2023-01-21,0
BMEA,2023-01-22,0
BMEA,2023-01-23,0
BMEA,2023-01-24,47
BMEA,2023-01-25,0
BMEA,2023-01-26,0
BMEA,2023-01-27,0
BMEA,2023-01-28,0
BMEA,2023-01-29,0
BMEA,2023-01-30,0
BMEA,2023-01-31,0
BLU,2022-10-01,93
BLU,2022-10-02,82
BLU,2022-10-03,82
BLU,2022-10-04,83
BLU,2022-10-05,85
BLU,2022-10-06,83
BLU,2022-10-07,91
BLU,2022-10-08,97
BLU,2022-10-09,80
BLU,2022-10-10,92
BLU,2022-10-11,83
BLU,2022-10-12,84
BLU,2022-10-13,80
BLU,2022-10-14,93
BLU,2022-10-15,92
BLU,2022-10-16,81
BLU,2022-10-17,78
BLU,2022-10-18,85
BLU,2022-10-19,87
BLU,2022-10-20,83
BLU,2022-10-21,88
BLU,2022-10-22,100
BLU,2022-10-23,94
BLU,2022-10-24,84
BLU,2022-10-25,74
BLU,2022-10-26,82
BLU,2022-10-27,83
BLU,2022-10-28,91
BLU,2022-10-29,92
BLU,2022-10-30,84
BLU,2022-10-31,86
BSGA,2022-08-01,0
BSGA,2022-08-02,0
BSGA,2022-08-03,0
BSGA,2022-08-04,0
BSGA,2022-08-05,0
BSGA,2022-08-06,0
BSGA,2022-08-07,0
BSGA,2022-08-08,0
BSGA,2022-08-09,0
BSGA,2022-08-10,0
