"keyword","time","value"
"IMAQ","2022-08-01",46
"IMAQ","2022-08-02",0
"IMAQ","2022-08-03",0
"IMAQ","2022-08-04",63
"IMAQ","2022-08-05",0
"IMAQ","2022-08-06",0
"IMAQ","2022-08-07",0
"IMAQ","2022-08-08",0
"IMAQ","2022-08-09",0
"IMAQ","2022-08-10",0
"IMAQ","2022-08-11",100
"IMAQ","2022-08-12",56
"IMAQ","2022-08-13",72
"IMAQ","2022-08-14",0
"IMAQ","2022-08-15",0
"IMAQ","2022-08-16",52
"IMAQ","2022-08-17",0
"IMAQ","2022-08-18",93
"IMAQ","2022-08-19",0
"IMAQ","2022-08-20",0
"IMAQ","2022-08-21",0
"IMAQ","2022-08-22",0
"IMAQ","2022-08-23",0
"IMAQ","2022-08-24",75
"IMAQ","2022-08-25",44
"IMAQ","2022-08-26",0
"IMAQ","2022-08-27",0
"IMAQ","2022-08-28",0
"IMAQ","2022-08-29",0
"IMAQ","2022-08-30",38
"IMAQ","2022-08-31",0
