"keyword","time","value"
"EXTR","2023-03-01",74
"EXTR","2023-03-02",77
"EXTR","2023-03-03",60
"EXTR","2023-03-04",49
"EXTR","2023-03-05",22
"EXTR","2023-03-06",84
"EXTR","2023-03-07",97
"EXTR","2023-03-08",92
"EXTR","2023-03-09",52
"EXTR","2023-03-10",64
"EXTR","2023-03-11",20
"EXTR","2023-03-12",59
"EXTR","2023-03-13",97
"EXTR","2023-03-14",68
"EXTR","2023-03-15",73
"EXTR","2023-03-16",49
"EXTR","2023-03-17",62
"EXTR","2023-03-18",44
"EXTR","2023-03-19",49
"EXTR","2023-03-20",62
"EXTR","2023-03-21",68
"EXTR","2023-03-22",100
"EXTR","2023-03-23",76
"EXTR","2023-03-24",52
"EXTR","2023-03-25",50
"EXTR","2023-03-26",68
"EXTR","2023-03-27",71
"EXTR","2023-03-28",78
"EXTR","2023-03-29",87
"EXTR","2023-03-30",60
"EXTR","2023-03-31",68
