"keyword","time","value"
"AAL","2022-07-01",81
"AAL","2022-07-02",53
"AAL","2022-07-03",43
"AAL","2022-07-04",53
"AAL","2022-07-05",75
"AAL","2022-07-06",76
"AAL","2022-07-07",81
"AAL","2022-07-08",71
"AAL","2022-07-09",47
"AAL","2022-07-10",54
"AAL","2022-07-11",78
"AAL","2022-07-12",90
"AAL","2022-07-13",85
"AAL","2022-07-14",75
"AAL","2022-07-15",77
"AAL","2022-07-16",63
"AAL","2022-07-17",58
"AAL","2022-07-18",83
"AAL","2022-07-19",78
"AAL","2022-07-20",81
"AAL","2022-07-21",100
"AAL","2022-07-22",84
"AAL","2022-07-23",67
"AAL","2022-07-24",63
"AAL","2022-07-25",82
"AAL","2022-07-26",72
"AAL","2022-07-27",74
"AAL","2022-07-28",74
"AAL","2022-07-29",74
"AAL","2022-07-30",66
"AAL","2022-07-31",60
