"keyword","time","value"
"ASML","2022-04-01",46
"ASML","2022-04-02",19
"ASML","2022-04-03",19
"ASML","2022-04-04",47
"ASML","2022-04-05",45
"ASML","2022-04-06",50
"ASML","2022-04-07",50
"ASML","2022-04-08",43
"ASML","2022-04-09",22
"ASML","2022-04-10",20
"ASML","2022-04-11",46
"ASML","2022-04-12",48
"ASML","2022-04-13",42
"ASML","2022-04-14",46
"ASML","2022-04-15",30
"ASML","2022-04-16",20
"ASML","2022-04-17",20
"ASML","2022-04-18",29
"ASML","2022-04-19",46
"ASML","2022-04-20",100
"ASML","2022-04-21",61
"ASML","2022-04-22",52
"ASML","2022-04-23",20
"ASML","2022-04-24",21
"ASML","2022-04-25",46
"ASML","2022-04-26",44
"ASML","2022-04-27",44
"ASML","2022-04-28",50
"ASML","2022-04-29",42
"ASML","2022-04-30",20
