"keyword","time","value"
"GNRC","2022-08-01",29
"GNRC","2022-08-02",38
"GNRC","2022-08-03",100
"GNRC","2022-08-04",81
"GNRC","2022-08-05",54
"GNRC","2022-08-06",26
"GNRC","2022-08-07",11
"GNRC","2022-08-08",59
"GNRC","2022-08-09",37
"GNRC","2022-08-10",38
"GNRC","2022-08-11",35
"GNRC","2022-08-12",31
"GNRC","2022-08-13",0
"GNRC","2022-08-14",16
"GNRC","2022-08-15",35
"GNRC","2022-08-16",31
"GNRC","2022-08-17",39
"GNRC","2022-08-18",34
"GNRC","2022-08-19",70
"GNRC","2022-08-20",37
"GNRC","2022-08-21",17
"GNRC","2022-08-22",62
"GNRC","2022-08-23",21
"GNRC","2022-08-24",88
"GNRC","2022-08-25",55
"GNRC","2022-08-26",45
"GNRC","2022-08-27",24
"GNRC","2022-08-28",29
"GNRC","2022-08-29",46
"GNRC","2022-08-30",36
"GNRC","2022-08-31",53
