"keyword","time","value"
"BLU","2022-07-01",82
"BLU","2022-07-02",93
"BLU","2022-07-03",87
"BLU","2022-07-04",83
"BLU","2022-07-05",82
"BLU","2022-07-06",81
"BLU","2022-07-07",76
"BLU","2022-07-08",83
"BLU","2022-07-09",90
"BLU","2022-07-10",87
"BLU","2022-07-11",85
"BLU","2022-07-12",84
"BLU","2022-07-13",94
"BLU","2022-07-14",85
"BLU","2022-07-15",88
"BLU","2022-07-16",98
"BLU","2022-07-17",87
"BLU","2022-07-18",86
"BLU","2022-07-19",85
"BLU","2022-07-20",77
"BLU","2022-07-21",78
"BLU","2022-07-22",87
"BLU","2022-07-23",93
"BLU","2022-07-24",83
"BLU","2022-07-25",83
"BLU","2022-07-26",87
"BLU","2022-07-27",82
"BLU","2022-07-28",85
"BLU","2022-07-29",89
"BLU","2022-07-30",100
"BLU","2022-07-31",89
