"keyword","time","value"
"GDEN","2023-03-01",58
"GDEN","2023-03-02",0
"GDEN","2023-03-03",63
"GDEN","2023-03-04",0
"GDEN","2023-03-05",59
"GDEN","2023-03-06",37
"GDEN","2023-03-07",34
"GDEN","2023-03-08",46
"GDEN","2023-03-09",24
"GDEN","2023-03-10",0
"GDEN","2023-03-11",24
"GDEN","2023-03-12",0
"GDEN","2023-03-13",0
"GDEN","2023-03-14",0
"GDEN","2023-03-15",32
"GDEN","2023-03-16",100
"GDEN","2023-03-17",36
"GDEN","2023-03-18",53
"GDEN","2023-03-19",68
"GDEN","2023-03-20",0
"GDEN","2023-03-21",31
"GDEN","2023-03-22",0
"GDEN","2023-03-23",24
"GDEN","2023-03-24",26
"GDEN","2023-03-25",33
"GDEN","2023-03-26",30
"GDEN","2023-03-27",46
"GDEN","2023-03-28",0
"GDEN","2023-03-29",92
"GDEN","2023-03-30",40
"GDEN","2023-03-31",24
"GDEN","2023-04-01",21
"GDEN","2023-04-02",49
"GDEN","2023-04-03",0
