"keyword","time","value"
"UAL","2022-06-01",82
"UAL","2022-06-02",74
"UAL","2022-06-03",63
"UAL","2022-06-04",57
"UAL","2022-06-05",52
"UAL","2022-06-06",69
"UAL","2022-06-07",84
"UAL","2022-06-08",87
"UAL","2022-06-09",71
"UAL","2022-06-10",71
"UAL","2022-06-11",56
"UAL","2022-06-12",46
"UAL","2022-06-13",84
"UAL","2022-06-14",90
"UAL","2022-06-15",91
"UAL","2022-06-16",71
"UAL","2022-06-17",63
"UAL","2022-06-18",47
"UAL","2022-06-19",36
"UAL","2022-06-20",75
"UAL","2022-06-21",81
"UAL","2022-06-22",100
"UAL","2022-06-23",93
"UAL","2022-06-24",67
"UAL","2022-06-25",50
"UAL","2022-06-26",45
"UAL","2022-06-27",76
"UAL","2022-06-28",74
"UAL","2022-06-29",82
"UAL","2022-06-30",62
