"keyword","time","value"
"BAC","2022-08-01",72
"BAC","2022-08-02",77
"BAC","2022-08-03",77
"BAC","2022-08-04",75
"BAC","2022-08-05",71
"BAC","2022-08-06",69
"BAC","2022-08-07",63
"BAC","2022-08-08",67
"BAC","2022-08-09",75
"BAC","2022-08-10",70
"BAC","2022-08-11",74
"BAC","2022-08-12",75
"BAC","2022-08-13",78
"BAC","2022-08-14",69
"BAC","2022-08-15",74
"BAC","2022-08-16",87
"BAC","2022-08-17",81
"BAC","2022-08-18",100
"BAC","2022-08-19",80
"BAC","2022-08-20",82
"BAC","2022-08-21",71
"BAC","2022-08-22",74
"BAC","2022-08-23",75
"BAC","2022-08-24",76
"BAC","2022-08-25",76
"BAC","2022-08-26",76
"BAC","2022-08-27",72
"BAC","2022-08-28",64
"BAC","2022-08-29",76
"BAC","2022-08-30",79
"BAC","2022-08-31",91
