"keyword","time","value"
"MSFT","2023-03-01",54
"MSFT","2023-03-02",51
"MSFT","2023-03-03",61
"MSFT","2023-03-04",18
"MSFT","2023-03-05",13
"MSFT","2023-03-06",60
"MSFT","2023-03-07",52
"MSFT","2023-03-08",61
"MSFT","2023-03-09",54
"MSFT","2023-03-10",59
"MSFT","2023-03-11",19
"MSFT","2023-03-12",17
"MSFT","2023-03-13",66
"MSFT","2023-03-14",68
"MSFT","2023-03-15",75
"MSFT","2023-03-16",87
"MSFT","2023-03-17",100
"MSFT","2023-03-18",30
"MSFT","2023-03-19",19
"MSFT","2023-03-20",84
"MSFT","2023-03-21",76
"MSFT","2023-03-22",85
"MSFT","2023-03-23",78
"MSFT","2023-03-24",78
"MSFT","2023-03-25",27
"MSFT","2023-03-26",14
"MSFT","2023-03-27",73
"MSFT","2023-03-28",63
"MSFT","2023-03-29",74
"MSFT","2023-03-30",84
"MSFT","2023-03-31",73
"MSFT","2023-04-01",24
"MSFT","2023-04-02",18
"MSFT","2023-04-03",72
