"keyword","time","value"
"FRC","2023-01-01",13
"FRC","2023-01-02",25
"FRC","2023-01-03",28
"FRC","2023-01-04",34
"FRC","2023-01-05",31
"FRC","2023-01-06",31
"FRC","2023-01-07",100
"FRC","2023-01-08",59
"FRC","2023-01-09",56
"FRC","2023-01-10",56
"FRC","2023-01-11",51
"FRC","2023-01-12",42
"FRC","2023-01-13",44
"FRC","2023-01-14",40
"FRC","2023-01-15",30
"FRC","2023-01-16",40
"FRC","2023-01-17",42
"FRC","2023-01-18",46
"FRC","2023-01-19",43
"FRC","2023-01-20",34
"FRC","2023-01-21",45
"FRC","2023-01-22",27
"FRC","2023-01-23",36
"FRC","2023-01-24",36
"FRC","2023-01-25",49
"FRC","2023-01-26",38
"FRC","2023-01-27",42
"FRC","2023-01-28",35
"FRC","2023-01-29",21
"FRC","2023-01-30",36
"FRC","2023-01-31",44
