"keyword","time","value"
"SGHT","2022-09-01",0
"SGHT","2022-09-02",89
"SGHT","2022-09-03",38
"SGHT","2022-09-04",0
"SGHT","2022-09-05",0
"SGHT","2022-09-06",0
"SGHT","2022-09-07",0
"SGHT","2022-09-08",0
"SGHT","2022-09-09",43
"SGHT","2022-09-10",0
"SGHT","2022-09-11",0
"SGHT","2022-09-12",0
"SGHT","2022-09-13",0
"SGHT","2022-09-14",0
"SGHT","2022-09-15",100
"SGHT","2022-09-16",35
"SGHT","2022-09-17",41
"SGHT","2022-09-18",0
"SGHT","2022-09-19",91
"SGHT","2022-09-20",86
"SGHT","2022-09-21",0
"SGHT","2022-09-22",0
"SGHT","2022-09-23",0
"SGHT","2022-09-24",0
"SGHT","2022-09-25",0
"SGHT","2022-09-26",0
"SGHT","2022-09-27",0
"SGHT","2022-09-28",44
"SGHT","2022-09-29",45
"SGHT","2022-09-30",45
