"keyword","time","value"
"RIVN","2023-01-01",23
"RIVN","2023-01-02",21
"RIVN","2023-01-03",80
"RIVN","2023-01-04",94
"RIVN","2023-01-05",88
"RIVN","2023-01-06",77
"RIVN","2023-01-07",20
"RIVN","2023-01-08",21
"RIVN","2023-01-09",59
"RIVN","2023-01-10",51
"RIVN","2023-01-11",65
"RIVN","2023-01-12",51
"RIVN","2023-01-13",63
"RIVN","2023-01-14",18
"RIVN","2023-01-15",5
"RIVN","2023-01-16",30
"RIVN","2023-01-17",58
"RIVN","2023-01-18",56
"RIVN","2023-01-19",72
"RIVN","2023-01-20",56
"RIVN","2023-01-21",19
"RIVN","2023-01-22",6
"RIVN","2023-01-23",69
"RIVN","2023-01-24",67
"RIVN","2023-01-25",69
"RIVN","2023-01-26",73
"RIVN","2023-01-27",100
"RIVN","2023-01-28",25
"RIVN","2023-01-29",14
"RIVN","2023-01-30",95
"RIVN","2023-01-31",79
