"keyword","time","value"
"NFLX","2022-04-01",3
"NFLX","2022-04-02",1
"NFLX","2022-04-03",0
"NFLX","2022-04-04",3
"NFLX","2022-04-05",2
"NFLX","2022-04-06",2
"NFLX","2022-04-07",2
"NFLX","2022-04-08",3
"NFLX","2022-04-09",0
"NFLX","2022-04-10",0
"NFLX","2022-04-11",3
"NFLX","2022-04-12",2
"NFLX","2022-04-13",2
"NFLX","2022-04-14",2
"NFLX","2022-04-15",1
"NFLX","2022-04-16",1
"NFLX","2022-04-17",0
"NFLX","2022-04-18",4
"NFLX","2022-04-19",38
"NFLX","2022-04-20",100
"NFLX","2022-04-21",57
"NFLX","2022-04-22",26
"NFLX","2022-04-23",8
"NFLX","2022-04-24",5
"NFLX","2022-04-25",17
"NFLX","2022-04-26",15
"NFLX","2022-04-27",13
"NFLX","2022-04-28",12
"NFLX","2022-04-29",10
"NFLX","2022-04-30",5
