"keyword","time","value"
"GRAB","2022-09-01",89
"GRAB","2022-09-02",95
"GRAB","2022-09-03",82
"GRAB","2022-09-04",88
"GRAB","2022-09-05",86
"GRAB","2022-09-06",87
"GRAB","2022-09-07",87
"GRAB","2022-09-08",87
"GRAB","2022-09-09",88
"GRAB","2022-09-10",87
"GRAB","2022-09-11",87
"GRAB","2022-09-12",93
"GRAB","2022-09-13",91
"GRAB","2022-09-14",88
"GRAB","2022-09-15",96
"GRAB","2022-09-16",90
"GRAB","2022-09-17",94
"GRAB","2022-09-18",87
"GRAB","2022-09-19",100
"GRAB","2022-09-20",91
"GRAB","2022-09-21",99
"GRAB","2022-09-22",90
"GRAB","2022-09-23",91
"GRAB","2022-09-24",93
"GRAB","2022-09-25",97
"GRAB","2022-09-26",92
"GRAB","2022-09-27",91
"GRAB","2022-09-28",92
"GRAB","2022-09-29",93
"GRAB","2022-09-30",89
