"keyword","time","value"
"NVDA","2023-03-01",69
"NVDA","2023-03-02",59
"NVDA","2023-03-03",55
"NVDA","2023-03-04",14
"NVDA","2023-03-05",12
"NVDA","2023-03-06",59
"NVDA","2023-03-07",58
"NVDA","2023-03-08",63
"NVDA","2023-03-09",70
"NVDA","2023-03-10",59
"NVDA","2023-03-11",15
"NVDA","2023-03-12",8
"NVDA","2023-03-13",53
"NVDA","2023-03-14",54
"NVDA","2023-03-15",55
"NVDA","2023-03-16",76
"NVDA","2023-03-17",76
"NVDA","2023-03-18",19
"NVDA","2023-03-19",16
"NVDA","2023-03-20",70
"NVDA","2023-03-21",82
"NVDA","2023-03-22",100
"NVDA","2023-03-23",91
"NVDA","2023-03-24",80
"NVDA","2023-03-25",21
"NVDA","2023-03-26",12
"NVDA","2023-03-27",64
"NVDA","2023-03-28",61
"NVDA","2023-03-29",62
"NVDA","2023-03-30",62
"NVDA","2023-03-31",67
"NVDA","2023-04-01",19
"NVDA","2023-04-02",15
"NVDA","2023-04-03",67
