"keyword","time","value"
"GMDA","2023-03-01",0
"GMDA","2023-03-02",0
"GMDA","2023-03-03",0
"GMDA","2023-03-04",0
"GMDA","2023-03-05",0
"GMDA","2023-03-06",0
"GMDA","2023-03-07",39
"GMDA","2023-03-08",0
"GMDA","2023-03-09",100
"GMDA","2023-03-10",0
"GMDA","2023-03-11",0
"GMDA","2023-03-12",0
"GMDA","2023-03-13",0
"GMDA","2023-03-14",0
"GMDA","2023-03-15",75
"GMDA","2023-03-16",0
"GMDA","2023-03-17",0
"GMDA","2023-03-18",0
"GMDA","2023-03-19",0
"GMDA","2023-03-20",0
"GMDA","2023-03-21",0
"GMDA","2023-03-22",0
"GMDA","2023-03-23",0
"GMDA","2023-03-24",0
"GMDA","2023-03-25",0
"GMDA","2023-03-26",0
"GMDA","2023-03-27",0
"GMDA","2023-03-28",51
"GMDA","2023-03-29",0
"GMDA","2023-03-30",0
"GMDA","2023-03-31",0
