"keyword","time","value"
"HLMN","2023-03-01",100
"HLMN","2023-03-02",86
"HLMN","2023-03-03",42
"HLMN","2023-03-04",77
"HLMN","2023-03-05",51
"HLMN","2023-03-06",47
"HLMN","2023-03-07",15
"HLMN","2023-03-08",79
"HLMN","2023-03-09",36
"HLMN","2023-03-10",35
"HLMN","2023-03-11",44
"HLMN","2023-03-12",17
"HLMN","2023-03-13",69
"HLMN","2023-03-14",36
"HLMN","2023-03-15",58
"HLMN","2023-03-16",34
"HLMN","2023-03-17",0
"HLMN","2023-03-18",25
"HLMN","2023-03-19",33
"HLMN","2023-03-20",32
"HLMN","2023-03-21",15
"HLMN","2023-03-22",20
"HLMN","2023-03-23",38
"HLMN","2023-03-24",33
"HLMN","2023-03-25",47
"HLMN","2023-03-26",48
"HLMN","2023-03-27",41
"HLMN","2023-03-28",13
"HLMN","2023-03-29",55
"HLMN","2023-03-30",61
"HLMN","2023-03-31",19
