"keyword","time","value"
"MRVL","2023-03-01",0
"MRVL","2023-03-02",100
"MRVL","2023-03-03",96
"MRVL","2023-03-04",17
"MRVL","2023-03-05",0
"MRVL","2023-03-06",60
"MRVL","2023-03-07",72
"MRVL","2023-03-08",45
"MRVL","2023-03-09",45
"MRVL","2023-03-10",27
"MRVL","2023-03-11",0
"MRVL","2023-03-12",34
"MRVL","2023-03-13",50
"MRVL","2023-03-14",59
"MRVL","2023-03-15",58
"MRVL","2023-03-16",53
"MRVL","2023-03-17",46
"MRVL","2023-03-18",15
"MRVL","2023-03-19",0
"MRVL","2023-03-20",29
"MRVL","2023-03-21",70
"MRVL","2023-03-22",56
"MRVL","2023-03-23",68
"MRVL","2023-03-24",47
"MRVL","2023-03-25",0
"MRVL","2023-03-26",9
"MRVL","2023-03-27",41
"MRVL","2023-03-28",47
"MRVL","2023-03-29",35
"MRVL","2023-03-30",52
"MRVL","2023-03-31",42
