"keyword","time","value"
"LCID","2022-08-01",36
"LCID","2022-08-02",47
"LCID","2022-08-03",100
"LCID","2022-08-04",94
"LCID","2022-08-05",74
"LCID","2022-08-06",9
"LCID","2022-08-07",8
"LCID","2022-08-08",59
"LCID","2022-08-09",51
"LCID","2022-08-10",46
"LCID","2022-08-11",51
"LCID","2022-08-12",49
"LCID","2022-08-13",9
"LCID","2022-08-14",12
"LCID","2022-08-15",39
"LCID","2022-08-16",48
"LCID","2022-08-17",39
"LCID","2022-08-18",33
"LCID","2022-08-19",48
"LCID","2022-08-20",14
"LCID","2022-08-21",10
"LCID","2022-08-22",34
"LCID","2022-08-23",52
"LCID","2022-08-24",35
"LCID","2022-08-25",41
"LCID","2022-08-26",30
"LCID","2022-08-27",9
"LCID","2022-08-28",6
"LCID","2022-08-29",37
"LCID","2022-08-30",55
"LCID","2022-08-31",46
