"keyword","time","value"
"ISRG","2022-08-01",31
"ISRG","2022-08-02",80
"ISRG","2022-08-03",83
"ISRG","2022-08-04",85
"ISRG","2022-08-05",89
"ISRG","2022-08-06",27
"ISRG","2022-08-07",0
"ISRG","2022-08-08",100
"ISRG","2022-08-09",40
"ISRG","2022-08-10",88
"ISRG","2022-08-11",81
"ISRG","2022-08-12",96
"ISRG","2022-08-13",32
"ISRG","2022-08-14",13
"ISRG","2022-08-15",77
"ISRG","2022-08-16",73
"ISRG","2022-08-17",70
"ISRG","2022-08-18",75
"ISRG","2022-08-19",72
"ISRG","2022-08-20",45
"ISRG","2022-08-21",27
"ISRG","2022-08-22",23
"ISRG","2022-08-23",82
"ISRG","2022-08-24",87
"ISRG","2022-08-25",34
"ISRG","2022-08-26",75
"ISRG","2022-08-27",39
"ISRG","2022-08-28",39
"ISRG","2022-08-29",67
"ISRG","2022-08-30",49
"ISRG","2022-08-31",42
