"keyword","time","value"
"BBBY","2022-11-01",27
"BBBY","2022-11-02",35
"BBBY","2022-11-03",0
"BBBY","2022-11-04",0
"BBBY","2022-11-05",22
"BBBY","2022-11-06",0
"BBBY","2022-11-07",32
"BBBY","2022-11-08",0
"BBBY","2022-11-09",0
"BBBY","2022-11-10",0
"BBBY","2022-11-11",42
"BBBY","2022-11-12",0
"BBBY","2022-11-13",100
"BBBY","2022-11-14",0
"BBBY","2022-11-15",21
"BBBY","2022-11-16",0
"BBBY","2022-11-17",0
"BBBY","2022-11-18",0
"BBBY","2022-11-19",0
"BBBY","2022-11-20",0
"BBBY","2022-11-21",0
"BBBY","2022-11-22",46
"BBBY","2022-11-23",0
"BBBY","2022-11-24",0
"BBBY","2022-11-25",0
"BBBY","2022-11-26",0
"BBBY","2022-11-27",0
"BBBY","2022-11-28",0
"BBBY","2022-11-29",0
"BBBY","2022-11-30",0
