"keyword","time","value"
"AMZN","2022-08-01",72
"AMZN","2022-08-02",45
"AMZN","2022-08-03",57
"AMZN","2022-08-04",79
"AMZN","2022-08-05",76
"AMZN","2022-08-06",0
"AMZN","2022-08-07",52
"AMZN","2022-08-08",100
"AMZN","2022-08-09",49
"AMZN","2022-08-10",49
"AMZN","2022-08-11",29
"AMZN","2022-08-12",79
"AMZN","2022-08-13",15
"AMZN","2022-08-14",0
"AMZN","2022-08-15",81
"AMZN","2022-08-16",77
"AMZN","2022-08-17",38
"AMZN","2022-08-18",29
"AMZN","2022-08-19",43
"AMZN","2022-08-20",0
"AMZN","2022-08-21",0
"AMZN","2022-08-22",33
"AMZN","2022-08-23",40
"AMZN","2022-08-24",60
"AMZN","2022-08-25",14
"AMZN","2022-08-26",42
"AMZN","2022-08-27",0
"AMZN","2022-08-28",0
"AMZN","2022-08-29",0
"AMZN","2022-08-30",0
"AMZN","2022-08-31",59
