"keyword","time","value"
"ATKR","2022-12-01",0
"ATKR","2022-12-02",0
"ATKR","2022-12-03",61
"ATKR","2022-12-04",0
"ATKR","2022-12-05",0
"ATKR","2022-12-06",0
"ATKR","2022-12-07",41
"ATKR","2022-12-08",70
"ATKR","2022-12-09",52
"ATKR","2022-12-10",0
"ATKR","2022-12-11",0
"ATKR","2022-12-12",0
"ATKR","2022-12-13",50
"ATKR","2022-12-14",0
"ATKR","2022-12-15",100
"ATKR","2022-12-16",0
"ATKR","2022-12-17",61
"ATKR","2022-12-18",52
"ATKR","2022-12-19",0
"ATKR","2022-12-20",0
"ATKR","2022-12-21",0
"ATKR","2022-12-22",0
"ATKR","2022-12-23",0
"ATKR","2022-12-24",0
"ATKR","2022-12-25",0
"ATKR","2022-12-26",0
"ATKR","2022-12-27",0
"ATKR","2022-12-28",94
"ATKR","2022-12-29",0
"ATKR","2022-12-30",0
"ATKR","2022-12-31",0
