"keyword","time","value"
"PHYS","2022-08-01",73
"PHYS","2022-08-02",66
"PHYS","2022-08-03",79
"PHYS","2022-08-04",70
"PHYS","2022-08-05",81
"PHYS","2022-08-06",48
"PHYS","2022-08-07",43
"PHYS","2022-08-08",73
"PHYS","2022-08-09",74
"PHYS","2022-08-10",60
"PHYS","2022-08-11",66
"PHYS","2022-08-12",70
"PHYS","2022-08-13",39
"PHYS","2022-08-14",47
"PHYS","2022-08-15",68
"PHYS","2022-08-16",64
"PHYS","2022-08-17",93
"PHYS","2022-08-18",89
"PHYS","2022-08-19",92
"PHYS","2022-08-20",51
"PHYS","2022-08-21",43
"PHYS","2022-08-22",80
"PHYS","2022-08-23",75
"PHYS","2022-08-24",79
"PHYS","2022-08-25",81
"PHYS","2022-08-26",76
"PHYS","2022-08-27",47
"PHYS","2022-08-28",50
"PHYS","2022-08-29",100
"PHYS","2022-08-30",86
"PHYS","2022-08-31",83
