"keyword","time","value"
"XPEV","2023-01-01",22
"XPEV","2023-01-02",47
"XPEV","2023-01-03",100
"XPEV","2023-01-04",48
"XPEV","2023-01-05",68
"XPEV","2023-01-06",100
"XPEV","2023-01-07",13
"XPEV","2023-01-08",17
"XPEV","2023-01-09",95
"XPEV","2023-01-10",82
"XPEV","2023-01-11",78
"XPEV","2023-01-12",70
"XPEV","2023-01-13",58
"XPEV","2023-01-14",20
"XPEV","2023-01-15",0
"XPEV","2023-01-16",18
"XPEV","2023-01-17",51
"XPEV","2023-01-18",83
"XPEV","2023-01-19",52
"XPEV","2023-01-20",85
"XPEV","2023-01-21",39
"XPEV","2023-01-22",0
"XPEV","2023-01-23",83
"XPEV","2023-01-24",50
"XPEV","2023-01-25",52
"XPEV","2023-01-26",70
"XPEV","2023-01-27",58
"XPEV","2023-01-28",33
"XPEV","2023-01-29",20
"XPEV","2023-01-30",69
"XPEV","2023-01-31",97
