"keyword","time","value"
"DKNG","2022-05-01",10
"DKNG","2022-05-02",54
"DKNG","2022-05-03",36
"DKNG","2022-05-04",37
"DKNG","2022-05-05",85
"DKNG","2022-05-06",100
"DKNG","2022-05-07",13
"DKNG","2022-05-08",11
"DKNG","2022-05-09",58
"DKNG","2022-05-10",53
"DKNG","2022-05-11",66
"DKNG","2022-05-12",53
"DKNG","2022-05-13",53
"DKNG","2022-05-14",11
"DKNG","2022-05-15",10
"DKNG","2022-05-16",55
"DKNG","2022-05-17",44
"DKNG","2022-05-18",48
"DKNG","2022-05-19",44
"DKNG","2022-05-20",37
"DKNG","2022-05-21",9
"DKNG","2022-05-22",5
"DKNG","2022-05-23",31
"DKNG","2022-05-24",33
"DKNG","2022-05-25",30
"DKNG","2022-05-26",29
"DKNG","2022-05-27",43
"DKNG","2022-05-28",7
"DKNG","2022-05-29",0
"DKNG","2022-05-30",8
"DKNG","2022-05-31",43
