"keyword","time","value"
"SNAP","2022-04-01",84
"SNAP","2022-04-02",78
"SNAP","2022-04-03",79
"SNAP","2022-04-04",85
"SNAP","2022-04-05",81
"SNAP","2022-04-06",79
"SNAP","2022-04-07",83
"SNAP","2022-04-08",84
"SNAP","2022-04-09",78
"SNAP","2022-04-10",76
"SNAP","2022-04-11",78
"SNAP","2022-04-12",79
"SNAP","2022-04-13",78
"SNAP","2022-04-14",87
"SNAP","2022-04-15",84
"SNAP","2022-04-16",82
"SNAP","2022-04-17",76
"SNAP","2022-04-18",86
"SNAP","2022-04-19",82
"SNAP","2022-04-20",86
"SNAP","2022-04-21",100
"SNAP","2022-04-22",93
"SNAP","2022-04-23",84
"SNAP","2022-04-24",79
"SNAP","2022-04-25",77
"SNAP","2022-04-26",83
"SNAP","2022-04-27",84
"SNAP","2022-04-28",89
"SNAP","2022-04-29",83
"SNAP","2022-04-30",78
