"keyword","time","value"
"GRIN","2023-02-01",64
"GRIN","2023-02-02",85
"GRIN","2023-02-03",75
"GRIN","2023-02-04",60
"GRIN","2023-02-05",58
"GRIN","2023-02-06",74
"GRIN","2023-02-07",74
"GRIN","2023-02-08",61
"GRIN","2023-02-09",79
"GRIN","2023-02-10",59
"GRIN","2023-02-11",76
"GRIN","2023-02-12",66
"GRIN","2023-02-13",68
"GRIN","2023-02-14",76
"GRIN","2023-02-15",93
"GRIN","2023-02-16",100
"GRIN","2023-02-17",69
"GRIN","2023-02-18",72
"GRIN","2023-02-19",76
"GRIN","2023-02-20",80
"GRIN","2023-02-21",72
"GRIN","2023-02-22",67
"GRIN","2023-02-23",71
"GRIN","2023-02-24",55
"GRIN","2023-02-25",61
"GRIN","2023-02-26",62
"GRIN","2023-02-27",68
"GRIN","2023-02-28",61
