"keyword","time","value"
"GOOG","2022-08-01",99
"GOOG","2022-08-02",96
"GOOG","2022-08-03",90
"GOOG","2022-08-04",99
"GOOG","2022-08-05",85
"GOOG","2022-08-06",53
"GOOG","2022-08-07",56
"GOOG","2022-08-08",91
"GOOG","2022-08-09",94
"GOOG","2022-08-10",92
"GOOG","2022-08-11",100
"GOOG","2022-08-12",92
"GOOG","2022-08-13",57
"GOOG","2022-08-14",53
"GOOG","2022-08-15",91
"GOOG","2022-08-16",89
"GOOG","2022-08-17",84
"GOOG","2022-08-18",81
"GOOG","2022-08-19",84
"GOOG","2022-08-20",53
"GOOG","2022-08-21",56
"GOOG","2022-08-22",95
"GOOG","2022-08-23",90
"GOOG","2022-08-24",88
"GOOG","2022-08-25",91
"GOOG","2022-08-26",87
"GOOG","2022-08-27",50
"GOOG","2022-08-28",54
"GOOG","2022-08-29",96
"GOOG","2022-08-30",96
"GOOG","2022-08-31",85
