"keyword","time","value"
"TSLA","2023-02-01",83
"TSLA","2023-02-02",100
"TSLA","2023-02-03",90
"TSLA","2023-02-04",27
"TSLA","2023-02-05",13
"TSLA","2023-02-06",73
"TSLA","2023-02-07",68
"TSLA","2023-02-08",75
"TSLA","2023-02-09",90
"TSLA","2023-02-10",78
"TSLA","2023-02-11",17
"TSLA","2023-02-12",14
"TSLA","2023-02-13",67
"TSLA","2023-02-14",73
"TSLA","2023-02-15",77
"TSLA","2023-02-16",89
"TSLA","2023-02-17",76
"TSLA","2023-02-18",19
"TSLA","2023-02-19",12
"TSLA","2023-02-20",27
"TSLA","2023-02-21",66
"TSLA","2023-02-22",61
"TSLA","2023-02-23",63
"TSLA","2023-02-24",56
"TSLA","2023-02-25",14
"TSLA","2023-02-26",9
"TSLA","2023-02-27",62
"TSLA","2023-02-28",67
