"keyword","time","value"
"AAPL","2022-07-01",35
"AAPL","2022-07-02",10
"AAPL","2022-07-03",7
"AAPL","2022-07-04",9
"AAPL","2022-07-05",34
"AAPL","2022-07-06",32
"AAPL","2022-07-07",37
"AAPL","2022-07-08",33
"AAPL","2022-07-09",10
"AAPL","2022-07-10",7
"AAPL","2022-07-11",35
"AAPL","2022-07-12",33
"AAPL","2022-07-13",33
"AAPL","2022-07-14",37
"AAPL","2022-07-15",39
"AAPL","2022-07-16",11
"AAPL","2022-07-17",8
"AAPL","2022-07-18",43
"AAPL","2022-07-19",44
"AAPL","2022-07-20",41
"AAPL","2022-07-21",41
"AAPL","2022-07-22",39
"AAPL","2022-07-23",9
"AAPL","2022-07-24",6
"AAPL","2022-07-25",39
"AAPL","2022-07-26",39
"AAPL","2022-07-27",44
"AAPL","2022-07-28",100
"AAPL","2022-07-29",89
"AAPL","2022-07-30",15
"AAPL","2022-07-31",11
