"keyword","time","value"
"HAIA","2023-01-01",49
"HAIA","2023-01-02",56
"HAIA","2023-01-03",72
"HAIA","2023-01-04",77
"HAIA","2023-01-05",44
"HAIA","2023-01-06",53
"HAIA","2023-01-07",45
"HAIA","2023-01-08",41
"HAIA","2023-01-09",57
"HAIA","2023-01-10",45
"HAIA","2023-01-11",62
"HAIA","2023-01-12",42
"HAIA","2023-01-13",45
"HAIA","2023-01-14",42
"HAIA","2023-01-15",56
"HAIA","2023-01-16",41
"HAIA","2023-01-17",45
"HAIA","2023-01-18",73
"HAIA","2023-01-19",43
"HAIA","2023-01-20",57
"HAIA","2023-01-21",57
"HAIA","2023-01-22",66
"HAIA","2023-01-23",65
"HAIA","2023-01-24",100
"HAIA","2023-01-25",73
"HAIA","2023-01-26",64
"HAIA","2023-01-27",56
"HAIA","2023-01-28",32
"HAIA","2023-01-29",47
"HAIA","2023-01-30",79
"HAIA","2023-01-31",65
